Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground
1908-09-17,17:18,"Fort Myer, Virginia",Military - U.S. Army,,Demonstration,Wright Flyer III,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1912-07-12,06:30,"Atlantic City, New Jersey",Military - U.S. Navy,,Test flight,Dirigible,5.0,0.0,5.0,5.0,0.0,5.0,0.0
1916-10-01,23:45,"Potters Bar, England",Military - German Navy,,,Zeppelin L-31 (airship),19.0,0.0,19.0,19.0,0.0,19.0,0.0
1921-04-06,,"Point Cook, Australia",Military - Royal Australian Air Force,,,  	 Avro 504,2.0,0.0,0.0,2.0,0.0,0.0,0.0
1921-08-24,17:40,"River Humber, England",Military - Royal Airship Works,,,Royal Airship Works ZR-2 (airship),46.0,0.0,46.0,46.0,0.0,46.0,1.0
1923-12-23,02:30,Over the Mediterranean Sea,Military - French Navy,,Toulon - Algiers,Zeppelin Dixmunde (airship),52.0,,,52.0,,,0.0
1925-09-03,05:30,"Caldwell, Ohio",Military - U.S. Navy,,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),43.0,,,14.0,,,0.0
1929-04-21,11:45,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,6.0,3.0,3.0,6.0,3.0,3.0,0.0
1930-10-05,02:05,"Near Beauvais, France",Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54.0,,,48.0,,,0.0
1936-01-14,," Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,,,Junkers JU-52,16.0,13.0,3.0,13.0,10.0,3.0,0.0
1938-02-02,20:40,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,,Training,Consolidated PBY-2 / Consolidated PBY-2,14.0,0.0,14.0,11.0,0.0,11.0,0.0
1939-05-08,12:00,"Guayaquil, Ecuador",Military - Ecuadorian Air Force,,,Curtiss-Wright C-14 Osprey,1.0,0.0,1.0,1.0,0.0,1.0,22.0
1940-08-13,10:15,"Near Canberra, Australia",Military - Royal Australian Air Force,,Melbourne - Canberra,Lockheed Hudson A16-97,10.0,6.0,4.0,10.0,6.0,4.0,0.0
1941-08-10,20:35,"Arran, Scotland",Military -Royal Air Force,,,Consolidated LB-30A Liberator,22.0,17.0,5.0,22.0,17.0,5.0,0.0
1942-01-20,," Kupang, Indonesia",Military - Royal Australian Air Force,,,Lockheed Hudson,11.0,7.0,4.0,11.0,,4.0,0.0
1942-03-03,,"Off Broome, Australia",Military - U.S. Army Air Force,, Broome - Kupang,Consolidated B-24 Liberator,21.0,19.0,2.0,20.0,18.0,2.0,0.0
1942-07-01,12:00,"Near Premier, West Virginia",Military - U.S. Army Air Forces,,Battle Creek - Cincinnati - Florence,Douglas C-49E,21.0,19.0,2.0,21.0,19.0,2.0,0.0
1942-07-07,,"Off Broken Head, Australia",Military - Royal Australian Air Force,,Horn Island - Amberley,Lockheed Hudson,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1942-07-20,,"Llanfair, England",Military - Royal Air Force,,Sydenham - Hendon,Lockheed Hudson,13.0,10.0,3.0,13.0,10.0,3.0,0.0
1942-08-23,13:42,"Near Dunbeath, Scotland",Military - Royal Air Force,,Oban - Invergordon - Keflavik,Short Sunderland,15.0,11.0,4.0,14.0,10.0,4.0,0.0
1942-10-01,09:30,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,,Juana Díaz-Losey Field - San Juan,Douglas C-39-DO  (DC-2),22.0,17.0,5.0,22.0,17.0,5.0,0.0
1942-10-23,17:15,"Palm Springs, California",American Airlines / Military - USAF,28,Palm Springs - New York City,Douglas DC-3 / Lockheed B-34,13.0,10.0,3.0,12.0,10.0,2.0,0.0
1942-10-30,,Norway,Military - Royal Air Force,,,Handley Page HP-57 Halifax,10.0,7.0,3.0,10.0,7.0,3.0,0.0
1943-01-15,,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,,,Douglas C-54A,35.0,26.0,9.0,35.0,26.0,9.0,0.0
1943-01-18,23:00,"Off the Brazilian coast,  Atlantic Ocean",Military - U.S. Army Air Forces,,"Accra, Ghana - Natal, Brazil",Consolidated C-87,26.0,20.0,6.0,26.0,20.0,6.0,0.0
1943-03-27,05:15,"Archerfield Aerodrome, Queensland, Australia",Military - Royal Australian Air Force,,Brisbane - Sydney,Douglas C-47-DL,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1943-06-07,04:00,"Red Springs, North Carolina",Military - U.S. Army Air Forces,,Pope Field - Maxton,Douglas C-47A-DL,20.0,16.0,4.0,20.0,16.0,4.0,0.0
1943-06-08,00:55," Noumea,  New Caledonia",Military - US Navy,,Noumea - Sydney,Douglas C-47 Skytrain (DC-3),23.0,3.0,20.0,23.0,3.0,20.0,0.0
1943-06-14,06:00,"Near Mackay, OLD, Australia",Military - U.S. Army Air Forces,,Mackay - Port Moresby,B-17C Flying Fortress,41.0,35.0,6.0,40.0,34.0,6.0,0.0
1943-08-01,15:00,"Ploesti, Romania",Military - U.S. Army Air Forces,,Bombing run,Consolidated B-24,10.0,0.0,10.0,10.0,0.0,10.0,63.0
1943-08-07,05:20,"Off Townsville, Australia",Military - U.S. Air Force,,Townsville - Brisbane,Douglas C-47-DL,27.0,23.0,4.0,27.0,23.0,4.0,0.0
1943-09-10,16:00,"Off Galveston, Texas",Military - U.S. Army Air Forces,,,Boeing B-17F / Boeing B-17F,22.0,0.0,22.0,22.0,0.0,22.0,0.0
1943-09-20,08:50,"Near Maxton, North Carolina",Military - U.S. Army Air Forces,,Maxton - Godman,Douglas C-53D-DO,25.0,21.0,4.0,25.0,21.0,4.0,0.0
1943-09-22,06:00,"Near Calcutta, India",Military - U.S. Army Air Forces,,,Douglas C-53,20.0,15.0,5.0,20.0,15.0,5.0,0.0
1943-10-19,02:45,"St. Donat, Quebec, Canada",Military - Royal Canadian Air Force,,Gander - Mont-Joli,Consolidated B-24,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1943-10-22,20:20,"Columbus, Georgia",Military - U.S. Army Air Forces,,,Douglas C-47-DL,20.0,15.0,5.0,20.0,15.0,5.0,0.0
1943-12-19,09:20,"Canal Creek, Australia",Military - U.S. Air Force,,Townsville - Rockhampton - Brisbane,Douglas C-47A-60-DL,31.0,27.0,4.0,31.0,27.0,4.0,0.0
1943-12-29,15:00,"Lakeside, Utah",Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,,Wendover Field - Pocatello AAB,Consolidated B-24 / Consolidated B-24,25.0,0.0,25.0,25.0,0.0,25.0,0.0
1944-04-25,,"Montreal, Canada",Military - Royal Air Force,,"Montreal, Canada - European air base",Consolidated Liberator,16.0,11.0,5.0,16.0,11.0,5.0,0.0
1944-06-06,01:15,"Barneville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,22.0,18.0,4.0,22.0,18.0,4.0,0.0
1944-06-06,02:00,"Flamanville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,22.0,17.0,5.0,22.0,17.0,5.0,0.0
1944-06-06,01:30,"Carentan, France",Military - U.S. Army Air Forces,,,Douglas C-47A-DL,22.0,18.0,4.0,22.0,18.0,4.0,0.0
1944-07-11,16:40,"Portland, Maine",Military - U.S. Army,,Barksdale - Portland,Douglas A-26B Invader,2.0,0.0,2.0,2.0,0.0,2.0,19.0
1944-07-23,,"Nineteen miles W of Kokoda, Papua New Guinea",Military - US Navy,,"Cairns or Mareeba, Australia - Los Negros Island",R4D-5,17.0,15.0,2.0,17.0,15.0,2.0,0.0
1944-07-26,03:00,North Atlantic Ocean,Military - U.S. Army Air Forces,,"England - Long Island, N.Y.",Douglas C-54A-DO (DC-4),26.0,20.0,6.0,26.0,20.0,6.0,0.0
1944-07-27,16:00,"Port Logan, Scotland",Military - U.S. Army Air Forces,,Bristol - Preswick,Douglas C-47A-DK,22.0,17.0,5.0,22.0,17.0,5.0,0.0
1944-08-03,20:30,"Naper, Nebraska",Military - U.S. Army Air Forces,,"Bruning, NB - Pierre, SD",Douglas C-47A-DL,28.0,24.0,4.0,28.0,24.0,4.0,0.0
1944-08-12,18:20,"Blythburgh, England",Military - U.S. Navy,-,,Consolidated PB4Y-1,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1944-08-23,10:45,"Freckelton, England",Military - U.S. Air Force,,,Consolidated B-24H,3.0,0.0,3.0,3.0,0.0,3.0,58.0
1944-08-28,01:00,"Preswick, Scotland",Military - U.S. Army Air Forces,,Boston - Gander - Keflavik - Prestwick,Douglas C-54A-DC (DC-4),20.0,14.0,6.0,20.0,14.0,6.0,5.0
1944-09-07,,"Near Mossman, Queensland, Australia",Military - Royal Netherlands East Indies Air Force,,Merauke -- Cairns,C-47 Dakota DT-941,20.0,16.0,4.0,20.0,16.0,4.0,0.0
1944-09-17,21:20,"Copeland, Kansas",Military - U.S. Army,,,Consolidated B-24 Liberator,13.0,0.0,13.0,13.0,0.0,13.0,2.0
1944-10-18,15:40,"Birkenhead, England",Military - U.S. Army Air Forces,,Liverpool - New York,Consolidated B24H,24.0,19.0,5.0,24.0,19.0,5.0,0.0
1944-11-06,,"Jacksonville, Florida",Military - US Navy,,,Douglas C-47 Skytrain (DC-3),17.0,14.0,3.0,17.0,14.0,3.0,0.0
1944-11-19,15:10,"Lewes, England",Military - U.S. Army Air Forces,,Chateaudun - Greenham Common,Douglas C-47A-DL,30.0,25.0,5.0,25.0,20.0,5.0,0.0
1944-12-15,14:00,English Channel,Military - U.S. Army Air Forces,,"Twinwood, England - Villacoublay, France",UC-64A Noorduyn Norseman,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1945-02-02,10:15,"Near Montieri, Italy",Military - U.S. Army Air Forces,,Florence - Rome,Douglas C-47-DL,26.0,22.0,4.0,23.0,21.0,2.0,0.0
1945-02-06,10:05,"Nunters Burgh, England",Military -Royal Air Force,,Thorney Island - Amiens,Douglas C-47 Dakota,23.0,19.0,4.0,23.0,19.0,4.0,0.0
1945-02-13,06:30,"Off Oakland, California",Military - U.S. Navy,,,Douglas R4D-6,24.0,21.0,3.0,24.0,21.0,3.0,0.0
1945-02-23,,"Snezka mountains, Poland",Military - German Army,,,Junkers 52/3m,8.0,8.0,0.0,8.0,8.0,0.0,0.0
1945-02-23,,"Casablanca, Morocco",Military - United States Army Air Force,,,Curtiss C-46A,30.0,26.0,4.0,13.0,13.0,0.0,0.0
1945-03-27,,"Coral Sea, off Australia",Military - U.S. Air Force,,Cooktown - Finschafen,Douglas C-47A-90-DL,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1945-04-19,05:35,"Near Perth, Australia",Military - U.S. Navy,,Perth - Adelaide,Douglas DC-3,13.0,11.0,2.0,13.0,11.0,2.0,0.0
1945-04-20,06:40,"Sweetwater, Texas",Military - U.S. Army Air Forces,,"Midland, TX - Nashville, TN",Douglas C-47-DL,25.0,22.0,3.0,25.0,22.0,3.0,0.0
1945-04-23,,"North Barrule, Isle of Man, England",Military - U.S. Air Force,,Ridgewell - Nutts Corner,B17G Flying Fortress,31.0,26.0,5.0,31.0,26.0,5.0,0.0
1945-05-05,22:26,"Manus Island, New Guinea",Military - U.S. Army Air Forces,,Lorengau - Biak,Douglas C-54E-DO (DC-4),21.0,15.0,6.0,21.0,15.0,6.0,0.0
1945-05-06,12:55,"Hindhead, England",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46D-CU,30.0,25.0,5.0,30.0,25.0,5.0,1.0
1945-05-09,01:30,"Roye, France",Military -Royal Air Force,,England - Brussels,Avro Lancaster,31.0,25.0,6.0,31.0,25.0,6.0,0.0
1945-05-13,15:00,"Iran Jayas, New Guinea",Military - U.S. Army Air Forces,,,Douglas C-47B-DK,23.0,19.0,4.0,20.0,16.0,4.0,0.0
1945-05-30,09:20,"Off Drewin, Ivory Coast",Military - U.S. Army Air Forces,,"Accra, Ghana - Monrovia, Liberia",Douglas C-47B-dK,21.0,18.0,3.0,21.0,18.0,3.0,0.0
1945-07-11,,"Near Kisumu, Kenya",Military - South African Air Force,,Kisumu - Durban,Douglas C-47,28.0,24.0,4.0,28.0,24.0,4.0,0.0
1945-07-12,14:36,"Near Florence, South Carolina",Eastern Air Lines / Military - U.S. Army Air Corps,45,Boston - NY - Washington DC - Jacksonville - Miami,Douglas DC-3-201C /  Army A-26,10.0,4.0,6.0,3.0,1.0,2.0,0.0
1945-07-28,09:49,"New York, New York",Military - U.S. Army Air Forces,,Bedford - New York,North American B-25D bomber,3.0,1.0,2.0,3.0,1.0,2.0,11.0
1945-09-11,10:15,"Near Milne Bay, New Guinea",Military - Royal Australian Air Force,,Milne Bay - Dobodura,Douglas C-47A,11.0,7.0,4.0,11.0,7.0,4.0,0.0
1945-09-15,00:08,"Near Kansas, Missouri",Military - U.S. Army Air Forces,,,Douglas C-47B-DK,24.0,21.0,3.0,23.0,20.0,3.0,0.0
1945-09-18,,"Puncak Jaya, Papua New Guinea",Military - Royal Australian Air Force,,Pitu - Merauke - Bamaga - Townsville,Douglas C-47B-5-DK,29.0,26.0,3.0,29.0,26.0,3.0,0.0
1945-09-28,,"Near Chihkiang, China",Military - United States Army Air Force,,,Curtiss C-46D,20.0,17.0,3.0,20.0,17.0,3.0,0.0
1945-10-05,12:50,"Elvetham, England",Military -Royal Air Force,,England - Prague,Consolidated LB-40-A Liberator,23.0,18.0,5.0,23.0,18.0,5.0,0.0
1945-10-07,00:30,"Rennes, France",Military - Royal Air Force,,London - Cairo,Short Stirling IV,26.0,20.0,6.0,26.0,20.0,6.0,0.0
1945-10-13,20:45,"Melsbroek, Belgium",Military -Royal Air Force,,London - Brussels - New Delhi,Consolidated LB-30-A Liberator,31.0,25.0,6.0,31.0,25.0,6.0,0.0
1945-10-16,11:30,"Near Peking, China",Military - U.S. Army Air Forces,,Hankou - Peking,Curtiss-Wright C-46F-CU,59.0,55.0,4.0,59.0,55.0,4.0,0.0
1945-10-20,,"Timor Sea, Atlantic Ocean",Military - Royal Australian Air Force,,"Ambon, Indonesia - Darwin, Australia",Douglas C-47B,25.0,21.0,4.0,25.0,21.0,4.0,0.0
1945-10-23,,"Near Chiringa, India",Military - Royal Air Force,,,Douglas C-47B,14.0,12.0,2.0,14.0,12.0,2.0,0.0
1945-10-30,19:15,"Chihchiang, China",Military - U.S. Army Air Forces,,Zhijiang - Shanghai,Curtiss-Wright C-46A-CK,50.0,46.0,4.0,45.0,44.0,1.0,0.0
1945-11-01,15:30,"Herrenalb, Germany",Military - U.S. Army Air Forces,,Bovingdon - Schleissheim,Douglas C-47A-DK,30.0,26.0,4.0,26.0,22.0,4.0,0.0
1945-11-03,02:00,"Near Chuka, India",Military - U.S. Army Air Forces,,Chabua - Karachi,Douglas C-54G,44.0,40.0,4.0,44.0,40.0,4.0,0.0
1945-11-09,20:00,"Near Boccadi, Italy",Military - U.S. Army Air Forces,,Athens - Naples,Douglas C-47A-DL,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1945-11-11,23:45,"Near Castel, Libya",Military -Royal Air Force,,,Short Stirling,29.0,22.0,7.0,29.0,22.0,7.0,0.0
1945-11-11,12:00,"Near Picinisco, Italy",Military - U.S. Army Air Forces,,France - Athens,Boeing B-17G,20.0,16.0,4.0,20.0,16.0,4.0,0.0
1945-11-15,09:14,Near Jacquinot Bay  New Guinea,Military - Royal Australian Air Force,,Lae - Finschhafen - Jacquinot Bay - Rabaul,Douglas C-47 Dakota-DK,28.0,25.0,3.0,28.0,25.0,3.0,0.0
1945-11-22,10:00,"White's Farm, England",Military -Royal Air Force,,Merryfield - Bombay,Consolidated LB-30A Liberator,27.0,22.0,5.0,27.0,22.0,5.0,0.0
1945-12-03,13:30,"Near Rochefort , France",Military -Royal Air Force,,"India - Cambridge, England",Consolidated LB-30A Liberator,28.0,23.0,5.0,28.0,23.0,5.0,0.0
1945-12-05,20:00,Off the Florida coast,Military - U.S. Navy,19,,Five Grumman TBM Avengers,14.0,0.0,14.0,14.0,0.0,14.0,0.0
1945-12-08,01:13,"Near Billings, Montana",Military - U.S. Army,,Minneapolis - Fargo - Billings,Douglas C-47,21.0,19.0,2.0,17.0,15.0,2.0,0.0
1945-12-18,10:10,"Voksenkollen, Norway",Military - Royal Air Force,,Down Ampney - Copenhagen - Oslo,Douglas C-47B,17.0,13.0,4.0,17.0,13.0,4.0,0.0
1946-01-15,18:25,"Marseilles, France",Military -Royal Air Force,,,Douglas C-47 Dakota,25.0,21.0,4.0,23.0,19.0,4.0,0.0
1946-02-05,,"Negros, Philippines",Military - U.S. Army Air Forces,,Iloilo - Cebu,Douglas C-47,20.0,16.0,4.0,20.0,16.0,4.0,0.0
1946-03-19,11:45,"Hobart Mills, California",Military - U.S. Army Air Forces,,"Stockton, CA - Ogden, UT",Douglas C-47B,26.0,23.0,3.0,26.0,23.0,3.0,0.0
1946-04-05,11:15,"Rabat, Malta",Military - Royal British Navy,,,Vickers Wellington bomber,4.0,0.0,4.0,4.0,0.0,4.0,16.0
1946-06-01,07:40,"Off Amalfi, Italy",Military - U.S. Army Air Forces,,Cairo - Rome,Douglas C-54-DO (DC-4),38.0,30.0,8.0,30.0,26.0,4.0,0.0
1946-06-09,10:30,"Taboga Island, Panama",Military - U.S. Army Air Forces,,,Douglas C-54D-DC (DC-4),23.0,17.0,6.0,23.0,17.0,6.0,0.0
1946-06-09,13:15,"Near Abeokuta, Nigeria",Military -Royal Air Force,,Kano - Ikeja,Douglas C-47 Dakota,18.0,12.0,6.0,18.0,12.0,6.0,0.0
1946-07-09,20:10,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,,,Boeing B17G,25.0,21.0,4.0,25.0,21.0,4.0,0.0
1946-07-18,21:10,"Goodland, Kansas",Military - U.S. Army Air Corps,,Topeka - Denver,Douglas C-47,13.0,10.0,3.0,13.0,10.0,3.0,0.0
1946-07-25,,"Bassein, Burma",Military -Royal Air Force,,,Douglas C-47 Dakota,22.0,18.0,4.0,22.0,18.0,4.0,0.0
1946-09-19,,"Near Tripoli, Libya",Military -Royal Air Force,,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,25.0,19.0,6.0,25.0,19.0,6.0,0.0
1946-09-25,09:31,Near Hong Kong International Airport,Military - Royal Air Force,,Hong Kong - Singapore,Douglas C-47B-25-DK,19.0,14.0,5.0,19.0,14.0,5.0,0.0
1946-10-06,07:30,"Off Penang, Malaya",Military -Royal Air Force,,,Avro 685 York 1,21.0,15.0,6.0,21.0,15.0,6.0,0.0
1946-10-07,11:20,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,,,Fairey Firefly MK1,1.0,0.0,1.0,1.0,0.0,1.0,22.0
1946-11-16,23:30,North Pacific Ocean,Military - U.S. Army Air Forces,,Guam - Iwo Jima,Douglas C-47,23.0,15.0,8.0,23.0,15.0,8.0,0.0
1946-12-10,13:10,"Near Osaka, Japan",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46F-CU,24.0,19.0,5.0,24.0,19.0,5.0,0.0
1946-12-10,,"Toledo, Washington",Military - U.S. Marine Corps,,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,32.0,29.0,3.0,32.0,29.0,3.0,0.0
1947-01-14,09:00,"Near Puebla, Mexico",Military - Mexican Air Force,,Puebla - Oaxaca,Lockheed C-60 Lodestar,21.0,17.0,4.0,21.0,17.0,4.0,0.0
1947-02-15,09:30,"Off Terracina, Italy",Military - Corrieri Aerei Militari,,Rome - Cairo,Savoia-Marchetti SM-95,16.0,10.0,6.0,16.0,10.0,6.0,0.0
1947-02-21,16:00,"Chungking, China",Military - Chinese Air Force,,Sichang - Chungking,Douglas C-47,21.0,17.0,4.0,21.0,17.0,,0.0
1947-02-26,,"China Sea, Pacific Ocean",Military - Royal Air Force,,Singapore - Siagon,Douglas C-47B,12.0,9.0,3.0,12.0,9.0,3.0,0.0
1947-03-08,,"L'isola di Ischia, Italy",Military - Royal Air Force,,Hassani - Rome - Northolt,Douglas C-47B,13.0,10.0,3.0,13.0,10.0,3.0,0.0
1947-03-18,,"Negombo, Sri Lanka",Military - Royal Air Force,,Negombo - Northolt,Avro York C1,15.0,9.0,6.0,11.0,7.0,4.0,0.0
1947-05-29,22:45,"Atsugi, Japan",Military - U.S. Army Air Forces,,Seoul - Tachikawa,Douglas C-54D-DC (DC-4),40.0,33.0,7.0,40.0,33.0,7.0,0.0
1947-07-31,,"Near Yumen, China",Military - Chinese Air Force,,Tihua - Lanzhou,Douglas C-47,26.0,22.0,4.0,26.0,22.0,4.0,0.0
1947-08-06,,North Pacific Ocean,Military - U.S. Navy,,Kodiak - Dutch Harbor,Consolidated PBY-5A Catalina,20.0,15.0,5.0,20.0,15.0,5.0,0.0
1947-10-31,,"Near Srinagar, India",Military - Royal Indian Air Force,,,Douglas C-47B,25.0,22.0,3.0,25.0,22.0,3.0,0.0
1947-11-28,14:10,"Near Trappa, Italy",Military - U.S. Air Force,,,Douglas C-47B,20.0,15.0,5.0,20.0,15.0,5.0,0.0
1947-12-10,00:20,"Near Goose Bay, Labrador",Military - U.S. Air Force,,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),29.0,25.0,4.0,23.0,22.0,1.0,0.0
1947-12-11,18:10,"Near Memphis, Tennessee",Military - U.S. Air Force,,El Paso - Memphis,Douglas C-47-DK,20.0,16.0,4.0,20.0,16.0,4.0,0.0
1948-02-27,,"Near Belem, Brazil",Military - Brazilian Air Force,,Rio de Janeiro - Bele - Cayenne,Douglas C-47,26.0,20.0,6.0,23.0,17.0,6.0,0.0
1948-04-05,14:30,"Near Berlin, Germany",British European Airways / Military - Soviet Air Force,,London - Berlin,Vickers Viking 1B & Soviet YAK-3 fighter,14.0,10.0,4.0,14.0,10.0,4.0,0.0
